"","X2","X3"
"ENSG00000243414",0.678475935828877,1.42856622336549e-05
"ENSG00000138757",0.678141711229946,1.44791572704375e-05
"ENSG00000101407",0.677139037433155,1.5073960230922e-05
"ENSG00000139146",0.676804812834225,1.527708729955e-05
"ENSG00000197965",0.674855855953584,1.65117151963005e-05
"ENSG00000204965",0.67379679144385,1.72198155742306e-05
"ENSG00000161992",0.668979416097882,2.84105960138339e-05
"ENSG00000133818",0.668114973262032,2.15095822965339e-05
"ENSG00000196584",0.667780748663102,2.17896716915689e-05
"ENSG00000255408",0.667502300316645,2.20255306937651e-05
"ENSG00000069248",0.664438502673797,2.47773391476327e-05
"ENSG00000102935",0.663435828877005,2.57431239332739e-05
"ENSG00000176208",0.661764705882353,2.74285222605391e-05
"ENSG00000204963",0.661096256684492,2.81301089159549e-05
"ENSG00000108671",0.6600935828877,2.92128810465385e-05
"ENSG00000138778",0.6600935828877,2.92128810465385e-05
"ENSG00000157800",0.6600935828877,2.92128810465385e-05
"ENSG00000156206",0.659981618415231,2.93360942833655e-05
"ENSG00000143850",0.65975935828877,2.95820744735733e-05
"ENSG00000197915",0.659446538164874,2.99314322731714e-05
"ENSG00000205571",0.658357771260997,4.20482285590807e-05
"ENSG00000134057",0.656082887700535,3.39302011672029e-05
"ENSG00000166454",0.656082887700535,3.39302011672029e-05
"ENSG00000140259",0.655803461803334,3.42831270352624e-05
"ENSG00000204970",0.654077540106952,3.65373683206097e-05
"ENSG00000120253",0.6524064171123,3.88464484856651e-05
"ENSG00000133119",0.65229381024934,3.90066714020787e-05
"ENSG00000066117",0.651737967914438,3.98063101111048e-05
"ENSG00000240720",0.651403743315508,4.02942079677379e-05
"ENSG00000136002",0.651069518716578,4.07874863278673e-05
"ENSG00000085224",0.650401069518717,4.17903945906383e-05
"ENSG00000108506",0.648061497326203,4.54779058655505e-05
"ENSG00000183431",0.647727272727273,4.60279444193065e-05
"ENSG00000159212",0.644994159101159,5.07555391676024e-05
"ENSG00000108883",0.644719251336898,5.12544430388581e-05
"ENSG00000117000",0.644385026737968,5.18669356854037e-05
"ENSG00000204962",0.644050802139037,5.24860052148634e-05
"ENSG00000069956",0.643716577540107,5.31117138675921e-05
"ENSG00000161860",0.643048128342246,5.438330002607e-05
"ENSG00000172795",0.63870320855615,6.33379317990462e-05
"ENSG00000141458",0.638034759358289,6.48273499609366e-05
"ENSG00000126787",0.637366310160428,6.634816406072e-05
"ENSG00000233863",0.635968420585376,6.96326096097222e-05
"ENSG00000135502",0.633021390374332,7.70397653666998e-05
"ENSG00000179698",0.63201871657754,7.97166534557216e-05
"ENSG00000162624",0.630485941223114,8.39703206307315e-05
"ENSG00000113273",0.630347593582888,8.43640965203708e-05
"ENSG00000164244",0.629010695187166,8.82555119878524e-05
"ENSG00000122591",0.628342245989305,9.0260952267222e-05
"ENSG00000119401",0.628008021390374,9.12789167053994e-05
"ENSG00000218819",0.627527638680457,9.27600771795925e-05
"ENSG00000204961",0.62741935483871,0.000158258611830818
"ENSG00000171786",0.627391996842435,9.31821839612753e-05
"ENSG00000159314",0.627339572192513,9.33457862658275e-05
"ENSG00000167447",0.626671122994652,9.54545208086579e-05
"ENSG00000052723",0.626336898395722,9.65248190560541e-05
"ENSG00000146842",0.625668449197861,9.86977467983844e-05
"ENSG00000110911",0.625366568914956,0.000129675378428199
"ENSG00000240849",0.623663101604278,0.000105482077590309
"ENSG00000171681",0.623098788579716,0.000107465080097218
"ENSG00000143183",0.622378208908159,0.000110045724851273
"ENSG00000119041",0.621991978609626,0.000111451675919112
"ENSG00000196208",0.621991978609626,0.000111451675919112
"ENSG00000142731",0.620989304812834,0.000115176991240356
"ENSG00000204969",0.620320855614973,0.000117722087384172
"ENSG00000166224",0.620234604105572,0.000152753979932192
"ENSG00000149554",0.619318181818182,0.000121634195218782
"ENSG00000198538",0.61831550802139,0.000125662272536902
"ENSG00000159224",0.618085914396383,0.000126601257112998
"ENSG00000114346",0.616799016462702,0.000131981556218063
"ENSG00000253873",0.616644385026738,0.000132641618585134
"ENSG00000117906",0.616528789651503,0.000133136978349139
"ENSG00000074696",0.615975935828877,0.000135529078395973
"ENSG00000084444",0.613970588235294,0.000144531853890194
"ENSG00000133863",0.613358978644979,0.000147382043338885
"ENSG00000095139",0.611965240641711,0.000154065619764812
"ENSG00000134259",0.61183554071529,0.000154701154764137
"ENSG00000058804",0.61129679144385,0.000157366201372909
"ENSG00000139133",0.61129679144385,0.000157366201372909
"ENSG00000113643",0.610628342245989,0.000160729824822373
"ENSG00000021776",0.609959893048128,0.000164157538933954
"ENSG00000149187",0.608957219251337,0.000169421610423882
"ENSG00000092470",0.608288770053476,0.000173014236163181
"ENSG00000092140",0.60733684510533,0.000178247853198738
"ENSG00000253846",0.607286096256685,0.000178530793706589
"ENSG00000140750",0.604946524064171,0.000192018080566819
"ENSG00000231389",0.603158688493433,0.000202929931589629
"ENSG00000169045",0.601938502673797,0.000210691398342903
"ENSG00000170647",0.601938502673797,0.000210691398342903
"ENSG00000164403",0.599933155080214,0.000224023465884229
"ENSG00000102710",0.598930481283422,0.000230967343687856
"ENSG00000103353",0.598930481283422,0.000230967343687856
"ENSG00000106144",0.598930481283422,0.000230967343687856
"ENSG00000108582",0.598479153088109,0.000234155071914085
"ENSG00000212768",0.598426148239603,0.000234532005289559
"ENSG00000198453",0.59750903822873,0.00024114002208481
"ENSG00000089685",0.597507331378299,0.000305205751232624
"ENSG00000140157",0.597024912233569,0.000244694732125188
"ENSG00000112249",0.59692513368984,0.000245433133771513
"ENSG00000004487",0.596256684491979,0.000250431325861551
"ENSG00000109606",0.594251336898396,0.000265974286468366
"ENSG00000109674",0.593431388935317,0.00027257292449289
"ENSG00000136527",0.591911764705882,0.000285188570689671
"ENSG00000244462",0.591577540106952,0.00028803195365043
"ENSG00000141985",0.590909090909091,0.000293794488822909
"ENSG00000143870",0.590457092393267,0.000297748946573728
"ENSG00000171320",0.589454334806411,0.000306691364123477
"ENSG00000113583",0.587901069518717,0.000321014969756252
"ENSG00000138829",0.587665059186234,0.000323242620943332
"ENSG00000111581",0.586898395721925,0.000330574106452288
"ENSG00000176142",0.585895721925134,0.000340385356366762
"ENSG00000086848",0.585561497326203,0.000343712785950683
"ENSG00000040275",0.584558823529412,0.000353869123088165
"ENSG00000183808",0.584224598930481,0.000357313310376466
"ENSG00000153989",0.58322192513369,0.000367825181557111
"ENSG00000258472",0.583103536756328,0.000369084291912854
"ENSG00000156261",0.582887700534759,0.000371389651867973
"ENSG00000168813",0.582887700534759,0.000371389651867973
"ENSG00000223638",0.581229879957589,0.000389527382901664
"ENSG00000164040",0.580882352941177,0.000393427740682689
"ENSG00000148154",0.580548128342246,0.000397211452707352
"ENSG00000147509",0.5803728182109,0.000399208995280604
"ENSG00000162419",0.580213903743315,0.000401027416009149
"ENSG00000248099",0.57951202716575,0.000409147030331773
"ENSG00000075131",0.579211229946524,0.000412671190771695
"ENSG00000065457",0.577421243764148,0.000434205139040883
"ENSG00000231192",0.576144463280584,0.000450168007192803
"ENSG00000118972",0.576101455219236,0.000450714650288102
"ENSG00000109929",0.575917107383865,0.000453064427905591
"ENSG00000111199",0.575868983957219,0.000453679614175107
"ENSG00000253953",0.575534759358289,0.000457972640553017
"ENSG00000042088",0.574866310160428,0.000466666830962146
"ENSG00000172794",0.574866310160428,0.000466666830962146
"ENSG00000198218",0.574866310160428,0.000466666830962146
"ENSG00000123737",0.574532085561497,0.000471068514810849
"ENSG00000109881",0.574197860962567,0.000475506940187568
"ENSG00000064313",0.573529411764706,0.000484495072069209
"ENSG00000139973",0.573418634021386,0.000485999062933241
"ENSG00000142945",0.572574582094348,0.000497594902694233
"ENSG00000104626",0.572526737967914,0.000498259475527427
"ENSG00000104884",0.572526737967914,0.000498259475527427
"ENSG00000120647",0.570569066920638,0.000526135349788696
"ENSG00000143398",0.570282474955469,0.000530329950200491
"ENSG00000145833",0.570187165775401,0.000531731451415001
"ENSG00000205060",0.570187165775401,0.000531731451415001
"ENSG00000155561",0.56951871657754,0.000541653301808691
"ENSG00000106004",0.569516031474992,0.000541693485097287
"ENSG00000102290",0.5690404626484,0.000548852242454917
"ENSG00000125676",0.568850267379679,0.000551738607199795
"ENSG00000164975",0.568850267379679,0.000551738607199795
"ENSG00000035928",0.568516042780749,0.000556843275730237
"ENSG00000186297",0.567552030048645,0.000571801607081884
"ENSG00000074803",0.567225812524153,0.000576943302464918
"ENSG00000072364",0.567179144385027,0.000577682197638519
"ENSG00000004975",0.566844919786096,0.000582998465802201
"ENSG00000121058",0.566844919786096,0.000582998465802201
"ENSG00000153975",0.566844919786096,0.000582998465802201
"ENSG00000153107",0.566510695187166,0.00058835794522216
"ENSG00000118961",0.566318446551663,0.000591460453479292
"ENSG00000255994",0.566182581977393,0.000593661749418793
"ENSG00000137968",0.565482659726761,0.000605117142681477
"ENSG00000124208",0.565268267965826,0.000608664890174394
"ENSG00000105997",0.565239495142093,0.000609142418261158
"ENSG00000184254",0.56522102645741,0.000609449108181454
"ENSG00000035687",0.564505347593583,0.000621439236726856
"ENSG00000237136",0.563820580503008,0.000633106126839026
"ENSG00000151846",0.563502673796791,0.000638588005656536
"ENSG00000122674",0.5625,0.000656153478703887
"ENSG00000095564",0.562212753696844,0.000661263639882742
"ENSG00000153404",0.560180549452053,0.000698431879074531
"ENSG00000249158",0.56017114911233,0.00237578122351823
"ENSG00000170312",0.560160427807487,0.000698808930663851
"ENSG00000005175",0.559204480936278,0.000716930357038127
"ENSG00000250641",0.559183938377786,0.000717324281076712
"ENSG00000168612",0.559157754010695,0.000717826669277543
"ENSG00000165323",0.559130800114105,0.000718344146369031
"ENSG00000148835",0.558489304812834,0.000730757491986608
"ENSG00000171824",0.558489304812834,0.000730757491986608
"ENSG00000056277",0.557820855614973,0.000743893375349249
"ENSG00000143376",0.557152406417112,0.000757237092825245
"ENSG00000091137",0.557078396549408,0.000758727393154967
"ENSG00000108010",0.556818181818182,0.000763987764309828
"ENSG00000161681",0.556818181818182,0.000763987764309828
"ENSG00000118193",0.555861955646761,0.000783595648049911
"ENSG00000254709",0.554620950866581,0.000809703810825452
"ENSG00000101447",0.554144385026738,0.000819931657686525
"ENSG00000070159",0.553810160427808,0.000827172388938446
"ENSG00000153786",0.553810160427808,0.000827172388938446
"ENSG00000163611",0.553810160427808,0.000827172388938446
"ENSG00000115750",0.553475935828877,0.000834469398908921
"ENSG00000149658",0.553019890508873,0.00102837973203001
"ENSG00000128652",0.552922850969834,0.0008466693318767
"ENSG00000125498",0.55292245902215,0.000846678032859953
"ENSG00000183035",0.552805341818027,0.000849281489244451
"ENSG00000188419",0.552352304092767,0.000859418805791859
"ENSG00000100600",0.552139037433155,0.000864227709904182
"ENSG00000157450",0.552139037433155,0.000864227709904182
"ENSG00000242715",0.550894207928847,0.000892772838439261
"ENSG00000106066",0.550727067695859,0.000896668038456191
"ENSG00000239382",0.550513915183533,0.000901657254719868
"ENSG00000253159",0.550467914438503,0.000902737184873874
"ENSG00000143294",0.550363669235864,0.000905188697644077
"ENSG00000163904",0.550133689839572,0.000910617810207762
"ENSG00000170180",0.549840066894627,0.000917590995550049
"ENSG00000177511",0.549541209131107,0.000924736718761153
"ENSG00000166024",0.548675526274298,0.000945712425474553
"ENSG00000135480",0.548311632116435,0.000954653890938897
"ENSG00000160838",0.548265792411291,0.000955785503837296
"ENSG00000134644",0.548128342245989,0.000959185717475942
"ENSG00000143033",0.548128342245989,0.000959185717475942
"ENSG00000166471",0.547794117647059,0.000967498128557702
"ENSG00000142511",0.54757860805092,0.000972891550134691
"ENSG00000125686",0.547459893048128,0.000975873836098784
"ENSG00000132341",0.547459893048128,0.000975873836098784
"ENSG00000171490",0.547384263036097,0.000977777957228725
"ENSG00000054983",0.546457219251337,0.00100138484282441
"ENSG00000145863",0.546450050721219,0.00100156932264716
"ENSG00000182504",0.545788770053476,0.00101871622650614
"ENSG00000048545",0.54545477627259,0.00102747431063996
"ENSG00000167550",0.545120320855615,0.00103631075298397
"ENSG00000205143",0.544041458376334,0.00106527164331323
"ENSG00000205359",0.543749239153477,0.00107323732226278
"ENSG00000198633",0.543569348789729,0.00107816698137287
"ENSG00000196109",0.543279005998777,0.00108616541362102
"ENSG00000087111",0.542446524064171,0.00110938854286188
"ENSG00000111817",0.542446524064171,0.00110938854286188
"ENSG00000124233",0.542365942333326,0.00111165945023343
"ENSG00000204424",0.542016159434633,0.00112156421723653
"ENSG00000147140",0.541868635347489,0.00112576482184808
"ENSG00000203618",0.54177807486631,0.00112835028084481
"ENSG00000177025",0.541701495114501,0.00113054066371588
"ENSG00000051596",0.541109625668449,0.00114759600638404
"ENSG00000213190",0.541109625668449,0.00114759600638404
"ENSG00000160087",0.541055718475073,0.00138622058144826
"ENSG00000163755",0.540653465579456,0.00116089445701808
"ENSG00000146587",0.540441176470588,0.00116712931759416
"ENSG00000149136",0.540441176470588,0.00116712931759416
"ENSG00000163510",0.540269526942798,0.0011721920777746
"ENSG00000119523",0.540197233017607,0.00117433013108556
"ENSG00000099954",0.539438502673797,0.00119697646722267
"ENSG00000238243",0.538692970920714,0.00121960121638494
"ENSG00000186564",0.538024409988762,0.00124020829420555
"ENSG00000175376",0.537323460791029,0.0012621410122551
"ENSG00000179889",0.537072681203512,0.00152739838269685
"ENSG00000127081",0.536764705882353,0.00127986735878246
"ENSG00000176136",0.536748924707881,0.0012803711657474
"ENSG00000163918",0.536642435232035,0.00128377534252123
"ENSG00000143970",0.536096256684492,0.00130136019414936
"ENSG00000172318",0.535818821355087,0.00131037314428878
"ENSG00000171302",0.535762032085562,0.00131222476978293
"ENSG00000135248",0.53475935828877,0.00134529698977826
"ENSG00000160208",0.53475935828877,0.00134529698977826
"ENSG00000179348",0.53442513368984,0.00135648220281862
"ENSG00000156599",0.533968415000421,0.00137189853282469
"ENSG00000133678",0.533756684491979,0.00137909731919433
"ENSG00000139921",0.532754010695187,0.00141363925255451
"ENSG00000128595",0.532720451345971,0.00141480835215391
"ENSG00000177125",0.532419786096257,0.00142532039178863
"ENSG00000158470",0.532085561497326,0.00143708596291519
"ENSG00000145386",0.531673081135213,0.00145172350391846
"ENSG00000121318",0.531639237647858,0.00145293026870741
"ENSG00000214946",0.531628647297759,0.00145330807153689
"ENSG00000231850",0.531417777114602,0.175292156104606
"ENSG00000115289",0.531417112299465,0.00146087246078181
"ENSG00000183291",0.531127268504331,0.00147129308955073
"ENSG00000035499",0.531082887700535,0.00147289442363831
"ENSG00000188729",0.531028248932865,0.0014748679772954
"ENSG00000196247",0.530414438502674,0.00149719838601264
"ENSG00000183850",0.529588795897824,0.00152770160411252
"ENSG00000183908",0.528920123175731,0.00155280268436275
"ENSG00000186732",0.528920123175731,0.00155280268436275
"ENSG00000232629",0.528606773558169,0.00156468902724815
"ENSG00000179057",0.528286122008241,0.00157693466148647
"ENSG00000165733",0.52774064171123,0.00159795910353782
"ENSG00000122145",0.527585458821909,0.00160398491886608
"ENSG00000178999",0.5274064171123,0.00161096185787939
"ENSG00000143536",0.527072511962124,0.00162404446046197
"ENSG00000171772",0.526259459406674,0.00197580950492078
"ENSG00000141568",0.52583186684948,0.0016734708886987
"ENSG00000170166",0.525190491289438,0.00169953448386919
"ENSG00000153666",0.525022923578935,0.00203374300315957
"ENSG00000135175",0.5250186411586,0.00170657792072292
"ENSG00000186723",0.524490132089911,0.00172839941963402
"ENSG00000181433",0.524435294395811,0.00173067749655121
"ENSG00000113282",0.524398395721925,0.00173221182326805
"ENSG00000176148",0.524064171122995,0.00174616381525396
"ENSG00000196455",0.524064171122995,0.00174616381525396
"ENSG00000118849",0.523729946524064,0.00176021385252757
"ENSG00000155087",0.522889183844602,0.00179599498264312
"ENSG00000096401",0.522727272727273,0.0018029580295628
"ENSG00000111786",0.522393048128342,0.00181740605472213
"ENSG00000167791",0.522296234190856,0.00182161000747074
"ENSG00000254858",0.52214608785489,0.00182814660401454
"ENSG00000065328",0.521978947621902,0.0018354470984551
"ENSG00000080815",0.521724598930481,0.00184660558214212
"ENSG00000188306",0.52154879431449,0.00185435283350628
"ENSG00000163781",0.521390374331551,0.0018613582697187
"ENSG00000171566",0.521266818900254,0.00186683799138423
"ENSG00000158411",0.520648786444923,0.00189445976014051
"ENSG00000166407",0.519806124593057,0.00193269506394631
"ENSG00000159055",0.519385026737968,0.00195205309081243
"ENSG00000099810",0.519348100434835,0.00195375864248603
"ENSG00000170266",0.519050802139037,0.00196753766776606
"ENSG00000123505",0.518729213035485,0.00198253784221611
"ENSG00000163794",0.518048128342246,0.00201463585490852
"ENSG00000153395",0.517961876832845,0.0023937196373054
"ENSG00000168675",0.517713903743315,0.00203055214009169
"ENSG00000099956",0.517379679144385,0.00204657791227164
"ENSG00000145757",0.517255788552833,0.00205254629654644
"ENSG00000112280",0.516377005347594,0.00209531845989426
"ENSG00000196659",0.515374331550802,0.00214506722054162
"ENSG00000121644",0.514667797205599,0.00218073761989033
"ENSG00000213020",0.51370320855615,0.00223026958986044
"ENSG00000145919",0.513034759358289,0.00226516651958532
"ENSG00000111291",0.512908804473967,0.00227179503190011
"ENSG00000101337",0.512700534759358,0.00228279248564092
"ENSG00000204599",0.511834288682651,0.0023290322220068
"ENSG00000104660",0.511616253176639,0.0023407983861745
"ENSG00000213281",0.510695187165775,0.00239107563755651
"ENSG00000204138",0.510026737967914,0.00242814914413698
"ENSG00000123407",0.509765141750489,0.00244279325869087
"ENSG00000214360",0.509178244798639,0.00247592728760043
"ENSG00000145388",0.509024064171123,0.00248469627289126
"ENSG00000101367",0.507687165775401,0.00256187065868462
"ENSG00000130816",0.507687165775401,0.00256187065868462
"ENSG00000174482",0.507073790426165,0.00588758920935122
"ENSG00000147536",0.506350267379679,0.00264111891115961
"ENSG00000179387",0.505681818181818,0.00268153512110487
"ENSG00000255432",0.505433937515415,0.00269665852169764
"ENSG00000185947",0.505347593582888,0.00270194379312635
"ENSG00000196071",0.505112490527552,0.00319208070270028
"ENSG00000129317",0.505013368983957,0.00272248715453699
"ENSG00000130939",0.505013368983957,0.00272248715453699
"ENSG00000132603",0.504721318717143,0.00274054908560416
"ENSG00000066032",0.504681519605683,0.00274301850600372
"ENSG00000176399",0.504554192452667,0.00275093176501883
"ENSG00000168092",0.504219939923715,0.00277179956729044
"ENSG00000105464",0.503342245989305,0.00282725021533568
"ENSG00000147475",0.503342245989305,0.00282725021533568
"ENSG00000177398",0.502886119154061,0.00285644533575394
"ENSG00000213588",0.502757820828268,0.0028647042405679
"ENSG00000075292",0.501671122994652,0.00293549240887659
"ENSG00000205832",0.501671122994652,0.00293549240887659
"ENSG00000168411",0.501545919692101,0.00294374482908762
"ENSG00000159596",0.501002673796791,0.0029797847117912
"ENSG00000134697",0.500292703349344,0.00302746144220537
"ENSG00000258150",0.5,0.666666666666667
"ENSG00000184575",0.499331550802139,0.00309305812827519
"ENSG00000213714",0.498704773196011,0.00313649449631788
"ENSG00000140025",0.498663101604278,0.00313940101750383
"ENSG00000183024",0.498616748852737,0.00314263678138261
"ENSG00000115484",0.498328877005348,0.00316279709783023
"ENSG00000250913",0.498150954058102,0.00317531335958962
"ENSG00000121152",0.497994652406417,0.00318634400032816
"ENSG00000189181",0.497377451464943,0.00323022637768486
"ENSG00000070756",0.497326203208556,0.00323389348602605
"ENSG00000132196",0.497199742499228,0.00324295789981853
"ENSG00000108021",0.496657754010695,0.00328205593490522
"ENSG00000149635",0.495698275124322,0.00335227178171893
"ENSG00000123485",0.495655080213904,0.00335546317225942
"ENSG00000198874",0.495569365132547,0.00336180388438225
"ENSG00000168874",0.495279994748085,0.00394946007040027
"ENSG00000167635",0.494986631016043,0.00340518662970624
"ENSG00000197930",0.494986631016043,0.00340518662970624
"ENSG00000144597",0.494652406417112,0.00343028643354089
"ENSG00000148572",0.494652406417112,0.00343028643354089
"ENSG00000173464",0.494560600452239,0.0034372088795591
"ENSG00000117899",0.494526616584114,0.00343977442715861
"ENSG00000163497",0.493693982486356,0.00350315194947879
"ENSG00000197024",0.493649732620321,0.00350654817449805
"ENSG00000198033",0.493326544898665,0.00353143960277533
"ENSG00000139163",0.49331550802139,0.0035322923361409
"ENSG00000226907",0.492860899639641,0.00356757136951751
"ENSG00000131944",0.49268822767488,0.00358105082236332
"ENSG00000173692",0.492642250677801,0.00358464737828832
"ENSG00000184117",0.492312834224599,0.00361050743693856
"ENSG00000172840",0.491978609625668,0.00363690952434811
"ENSG00000167986",0.491644385026738,0.00366347823782229
"ENSG00000170540",0.490975935828877,0.00371711900406786
"ENSG00000198704",0.490935998474713,0.00372034520104413
"ENSG00000100722",0.490307486631016,0.00377143669102227
"ENSG00000154639",0.490307486631016,0.00377143669102227
"ENSG00000148429",0.490096129070093,0.00378875343066697
"ENSG00000148840",0.489973262032086,0.00379885156784237
"ENSG00000117724",0.489345702385362,0.00385079235119166
"ENSG00000014138",0.489304812834225,0.00385419779348094
"ENSG00000173744",0.488302139037433,0.00393852162820739
"ENSG00000215853",0.488038851927042,0.00396092586729736
"ENSG00000136827",0.488008692269555,0.00396349928747567
"ENSG00000185252",0.487967914438503,0.00396698101328117
"ENSG00000185722",0.487967914438503,0.00396698101328117
"ENSG00000160877",0.487633689839572,0.00399561761762388
"ENSG00000183709",0.487441672827771,0.00465952694527414
"ENSG00000171425",0.487299465240642,0.00402443234580895
"ENSG00000198056",0.487299465240642,0.00402443234580895
"ENSG00000214300",0.486653013181562,0.00408067417893011
"ENSG00000253910",0.486631016042781,0.00408259980891895
"ENSG00000152193",0.486043797529456,0.00413429535988445
"ENSG00000085832",0.48596256684492,0.00414149070695674
"ENSG00000144554",0.485836050831369,0.00415271888943955
"ENSG00000170348",0.485623564420196,0.00417163591174327
"ENSG00000204634",0.485334672037941,0.00419747422853034
"ENSG00000115159",0.485294117647059,0.00420111239867008
"ENSG00000168646",0.485294117647059,0.00420111239867008
"ENSG00000073737",0.485143463134272,0.00421465155665707
"ENSG00000100731",0.484959893048128,0.00423119960668486
"ENSG00000101003",0.484959893048128,0.00423119960668486
"ENSG00000105127",0.484959893048128,0.00423119960668486
"ENSG00000122299",0.484959893048128,0.00423119960668486
"ENSG00000146574",0.484959893048128,0.00423119960668486
"ENSG00000140650",0.484706675665551,0.00425411791641046
"ENSG00000148358",0.484291443850267,0.00429193140602278
"ENSG00000204574",0.484291443850267,0.00429193140602278
"ENSG00000120093",0.483992351894844,0.00431934757072788
"ENSG00000110427",0.483663409393182,0.00434967402815697
"ENSG00000188766",0.483622994652406,0.00435341263512395
"ENSG00000198553",0.483288770053476,0.00438443664324321
"ENSG00000166822",0.482868133102682,0.0044237522041253
"ENSG00000163785",0.48219957217073,0.0044868650102811
"ENSG00000075886",0.482060921563203,0.00450005034931099
"ENSG00000173214",0.481951871657754,0.00451044414983942
"ENSG00000128534",0.481531011238777,0.00455075131808921
"ENSG00000164167",0.481283422459893,0.00457460820690401
"ENSG00000121621",0.481156515426044,0.00458687823747727
"ENSG00000188425",0.48084700337614,0.00461692227797326
"ENSG00000119655",0.48081589086341,0.00461995168294856
"ENSG00000131263",0.480571847507331,0.00536937193931727
"ENSG00000167863",0.480441350823973,0.00465655481925738
"ENSG00000100479",0.480280748663102,0.00467232643448857
"ENSG00000137040",0.47927807486631,0.00477183469687656
"ENSG00000197008",0.47927807486631,0.00477183469687656
"ENSG00000205409",0.479246010191488,0.00477504672280765
"ENSG00000185803",0.479231105744869,0.0047765403839096
"ENSG00000112081",0.478896797334862,0.00481014908689497
"ENSG00000257138",0.478708369301075,0.00482918156875403
"ENSG00000089154",0.478609625668449,0.00483918115488418
"ENSG00000110713",0.478609625668449,0.00483918115488418
"ENSG00000163026",0.478275401069519,0.00487315965189538
"ENSG00000198824",0.478275401069519,0.00487315965189538
"ENSG00000071994",0.477472247672427,0.00495565066639887
"ENSG00000243772",0.477449066407616,0.00495804929279415
"ENSG00000253506",0.477311761025393,0.00497227710305782
"ENSG00000134779",0.476978358814147,0.00500697086482976
"ENSG00000092201",0.476938502673797,0.00501113216768397
"ENSG00000147874",0.476938502673797,0.00501113216768397
"ENSG00000198327",0.476835356541562,0.00502191525207966
"ENSG00000161249",0.476309853756244,0.00507716224784214
"ENSG00000174953",0.476270053475936,0.00508136769843404
"ENSG00000102053",0.475935828877005,0.00511680134594406
"ENSG00000142698",0.475411706160593,0.00517279471354872
"ENSG00000064309",0.474972843640437,0.00522008335480006
"ENSG00000135476",0.474264705882353,0.00529716956323193
"ENSG00000167098",0.473886495141574,0.00533873939637836
"ENSG00000135829",0.473596256684492,0.00537082954829836
"ENSG00000139350",0.473596256684492,0.00537082954829836
"ENSG00000166351",0.473303260910014,0.00540339225811333
"ENSG00000167244",0.473240469208211,0.00622711556446676
"ENSG00000168883",0.472927807486631,0.00544536649491604
"ENSG00000154864",0.472593582887701,0.00548296646852225
"ENSG00000119231",0.47225935828877,0.00552078885739738
"ENSG00000101935",0.471590909090909,0.00559710514787646
"ENSG00000105427",0.471590909090909,0.00559710514787646
"ENSG00000221970",0.471571912948008,0.00559928706918349
"ENSG00000166266",0.471256684491979,0.00563560119200336
"ENSG00000047315",0.470922459893048,0.00567432393645389
"ENSG00000196591",0.470922459893048,0.00567432393645389
"ENSG00000143631",0.47084977504589,0.00568277520738007
"ENSG00000089597",0.47079468702854,0.00568918762877343
"ENSG00000107864",0.47078496129046,0.00569032037950562
"ENSG00000091844",0.470254010695187,0.0057524538513395
"ENSG00000056586",0.469791929441685,0.00580700016204433
"ENSG00000205544",0.469486766967676,0.00584326541027167
"ENSG00000185338",0.468956298119306,0.00590676759995312
